importerFile,importedModule,importedFile,Internal/external,Mapped correctly?
tests/apps/namespace_package_base/nsapp/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/apps/one_config_app/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/apps/tests.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/apps/two_configs_app/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/apps/two_configs_one_default_app/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/apps/two_default_configs_app/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/check_framework/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/check_framework/template_test_apps/different_tags_app/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/check_framework/template_test_apps/same_tags_app_1/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/check_framework/template_test_apps/same_tags_app_2/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/i18n/loading_app/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/i18n/tests.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
tests/model_options/apps.py,django.apps.AppConfig,django/apps/config.py,INTERNAL,MAPPED
django/apps/__init__.py,django.apps.config.AppConfig,django/apps/config.py,INTERNAL,MAPPED
django/apps/registry.py,django.apps.config.AppConfig,django/apps/config.py,INTERNAL,MAPPED
django/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/admin/checks.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/admin/sites.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/admin/views/autocomplete.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/admindocs/views.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/auth/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/auth/checks.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/auth/management/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/auth/models.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/contenttypes/checks.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/contenttypes/management/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/contenttypes/management/commands/remove_stale_contenttypes.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/contenttypes/models.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/contenttypes/views.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/flatpages/sitemaps.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/gis/sitemaps/kml.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/gis/sitemaps/views.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/redirects/middleware.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/sitemaps/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/sites/management.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/sites/shortcuts.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/staticfiles/finders.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/contrib/staticfiles/management/commands/collectstatic.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/checks/model_checks.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/base.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/check.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/dumpdata.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/flush.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/loaddata.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/makemigrations.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/migrate.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/optimizemigration.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/showmigrations.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/sqlmigrate.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/commands/squashmigrations.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/sql.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/management/utils.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/serializers/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/serializers/python.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/core/serializers/xml_serializer.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/backends/base/creation.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/backends/base/introspection.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/loader.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/questioner.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/writer.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/models/base.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/models/fields/__init__.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/models/fields/related.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/models/options.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/template/backends/django.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/template/utils.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/templatetags/static.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/test/signals.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/test/testcases.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/test/utils.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/utils/autoreload.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/utils/module_loading.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/utils/translation/reloader.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/utils/translation/trans_real.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/views/i18n.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/app_loading/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/apps/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/auth_tests/test_management.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/auth_tests/test_migrations.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/auth_tests/test_signals.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/auth_tests/test_views.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/bash_completion/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/check_framework/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/contenttypes_tests/test_migrations.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/contenttypes_tests/test_models.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/field_deconstruction/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/fixtures/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/flatpages_tests/test_sitemaps.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrate_signals/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrations/test_autodetector.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrations/test_base.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrations/test_commands.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/model_fields/test_foreignkey.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/model_fields/test_manytomanyfield.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/model_meta/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/model_options/test_tablespaces.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/no_models/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/runtests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/sitemaps_tests/base.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/sites_tests/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/user_commands/tests.py,django.apps.apps,django/apps/registry.py,INTERNAL,MAPPED
django/apps/__init__.py,django.apps.registry.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/backends/sqlite3/schema.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/executor.py,django.apps.registry.apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/recorder.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/state.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
django/db/migrations/state.py,django.apps.registry.apps,django/apps/registry.py,INTERNAL,MAPPED
django/test/utils.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/apps/models.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/apps/tests.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/contenttypes_tests/test_management.py,django.apps.registry.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/contenttypes_tests/test_management.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/contenttypes_tests/test_operations.py,django.apps.registry.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrations/models.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrations/test_executor.py,django.apps.registry.apps,django/apps/registry.py,INTERNAL,MAPPED
tests/migrations/test_state.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/schema/models.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/signals/tests.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/sites_tests/tests.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/utils_tests/test_autoreload.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/validation/test_unique.py,django.apps.registry.Apps,django/apps/registry.py,INTERNAL,MAPPED
tests/admin_scripts/tests.py,django.conf,django/conf/__init__.py,INTERNAL,MAPPED
tests/project_template/test_settings.py,django.conf,django/conf/__init__.py,INTERNAL,MAPPED
tests/deprecation/test_storages.py,django.conf.DEFAULT_FILE_STORAGE_DEPRECATED_MSG,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/storage/__init__.py,django.conf.DEFAULT_STORAGE_ALIAS,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/storage/handler.py,django.conf.DEFAULT_STORAGE_ALIAS,django/conf/__init__.py,INTERNAL,MAPPED
django/test/signals.py,django.conf.DEFAULT_STORAGE_ALIAS,django/conf/__init__.py,INTERNAL,MAPPED
tests/deprecation/test_storages.py,django.conf.DEFAULT_STORAGE_ALIAS,django/conf/__init__.py,INTERNAL,MAPPED
tests/file_storage/tests.py,django.conf.DEFAULT_STORAGE_ALIAS,django/conf/__init__.py,INTERNAL,MAPPED
tests/file_uploads/tests.py,django.conf.DEFAULT_STORAGE_ALIAS,django/conf/__init__.py,INTERNAL,MAPPED
tests/settings_tests/tests.py,django.conf.ENVIRONMENT_VARIABLE,django/conf/__init__.py,INTERNAL,MAPPED
tests/settings_tests/tests.py,django.conf.LazySettings,django/conf/__init__.py,INTERNAL,MAPPED
django/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/apps/config.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/apps/registry.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/conf/urls/i18n.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/conf/urls/static.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/checks.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/migrations/0001_initial.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/models.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/options.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/sites.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/views/main.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admin/widgets.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/admindocs/middleware.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/admin.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/base_user.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/checks.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/decorators.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/hashers.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/mixins.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/password_validation.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/tokens.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/auth/views.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/flatpages/forms.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/flatpages/middleware.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/flatpages/templatetags/flatpages.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/flatpages/views.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/db/backends/postgis/operations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/db/backends/spatialite/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/forms/widgets.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/gdal/libgdal.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/geoip2/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/geos/libgeos.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/gis/shortcuts.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/messages/middleware.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/messages/storage/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/messages/storage/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/messages/storage/cookie.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/messages/utils.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/redirects/middleware.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sessions/backends/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sessions/backends/cache.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sessions/backends/cached_db.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sessions/backends/file.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sessions/management/commands/clearsessions.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sessions/middleware.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sitemaps/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sites/checks.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sites/management.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sites/managers.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/sites/models.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/finders.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/handlers.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/management/commands/runserver.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/storage.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/urls.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/utils.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/contrib/staticfiles/views.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/cache/backends/db.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/caches.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/compatibility/django_4_0.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/files.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/messages.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/model_checks.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/security/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/security/csrf.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/security/sessions.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/templates.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/translation.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/checks/urls.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/storage/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/storage/filesystem.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/storage/handler.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/storage/memory.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/uploadedfile.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/files/uploadhandler.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/handlers/asgi.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/handlers/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/handlers/exception.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/handlers/wsgi.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/mail/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/mail/backends/filebased.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/mail/backends/smtp.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/mail/message.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/compilemessages.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/createcachetable.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/diffsettings.py,django.conf.Settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/diffsettings.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/loaddata.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/makemessages.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/makemigrations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/runserver.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/squashmigrations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/commands/test.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/management/templates.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/serializers/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/serializers/xml_serializer.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/servers/basehttp.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/core/signing.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/base/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/base/creation.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/base/operations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/base/schema.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/mysql/operations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/oracle/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/oracle/creation.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/oracle/operations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/postgresql/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/postgresql/operations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/backends/sqlite3/operations.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/migrations/autodetector.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/migrations/loader.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/migrations/state.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/models/base.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/models/fields/__init__.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/models/fields/related.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/models/functions/datetime.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/models/options.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/models/query.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/db/utils.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/dispatch/dispatcher.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/forms/renderers.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/forms/utils.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/http/multipartparser.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/http/request.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/http/response.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/middleware/cache.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/middleware/clickjacking.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
django/middleware/common.py,django.conf.settings,django/conf/__init__.py,INTERNAL,MAPPED
